Id,ActivityDay,Time,PM or AM,StepTotal
1624580081,5/12/2016,11:00:00,AM,0
1927972279,5/12/2016,11:00:00,AM,0
2022484408,5/12/2016,11:00:00,AM,378
2026352035,5/12/2016,11:00:00,AM,744
2320127002,5/12/2016,11:00:00,AM,426
2873212765,5/12/2016,11:00:00,AM,437
4020332650,5/12/2016,11:00:00,AM,257
4388161847,5/12/2016,11:00:00,AM,398
4445114986,5/12/2016,11:00:00,AM,142
4558609924,5/12/2016,11:00:00,AM,440
6962181067,5/12/2016,11:00:00,AM,700
7086361926,5/12/2016,11:00:00,AM,144
8053475328,5/12/2016,11:00:00,AM,0
8378563200,5/12/2016,11:00:00,AM,386
8877689391,5/12/2016,11:00:00,AM,1407
1624580081,5/12/2016,10:00:00,AM,97
1844505072,5/12/2016,10:00:00,AM,0
1927972279,5/12/2016,10:00:00,AM,0
2022484408,5/12/2016,10:00:00,AM,2689
2026352035,5/12/2016,10:00:00,AM,1261
2320127002,5/12/2016,10:00:00,AM,817
2873212765,5/12/2016,10:00:00,AM,1226
4020332650,5/12/2016,10:00:00,AM,0
4388161847,5/12/2016,10:00:00,AM,182
4445114986,5/12/2016,10:00:00,AM,180
4558609924,5/12/2016,10:00:00,AM,826
4702921684,5/12/2016,10:00:00,AM,840
6962181067,5/12/2016,10:00:00,AM,1599
7086361926,5/12/2016,10:00:00,AM,194
8053475328,5/12/2016,10:00:00,AM,0
8378563200,5/12/2016,10:00:00,AM,643
8877689391,5/12/2016,10:00:00,AM,514
1624580081,5/12/2016,9:00:00,AM,0
1844505072,5/12/2016,9:00:00,AM,0
1927972279,5/12/2016,9:00:00,AM,0
2022484408,5/12/2016,9:00:00,AM,812
2026352035,5/12/2016,9:00:00,AM,493
2320127002,5/12/2016,9:00:00,AM,119
2873212765,5/12/2016,9:00:00,AM,1086
4020332650,5/12/2016,9:00:00,AM,0
4388161847,5/12/2016,9:00:00,AM,186
4445114986,5/12/2016,9:00:00,AM,0
4558609924,5/12/2016,9:00:00,AM,700
4702921684,5/12/2016,9:00:00,AM,814
5553957443,5/12/2016,9:00:00,AM,0
6962181067,5/12/2016,9:00:00,AM,585
7086361926,5/12/2016,9:00:00,AM,0
8053475328,5/12/2016,9:00:00,AM,0
8378563200,5/12/2016,9:00:00,AM,542
8877689391,5/12/2016,9:00:00,AM,164
1624580081,5/12/2016,8:00:00,AM,0
1844505072,5/12/2016,8:00:00,AM,0
1927972279,5/12/2016,8:00:00,AM,0
2022484408,5/12/2016,8:00:00,AM,418
2026352035,5/12/2016,8:00:00,AM,724
2320127002,5/12/2016,8:00:00,AM,0
2873212765,5/12/2016,8:00:00,AM,694
4020332650,5/12/2016,8:00:00,AM,0
4388161847,5/12/2016,8:00:00,AM,120
4445114986,5/12/2016,8:00:00,AM,0
4558609924,5/12/2016,8:00:00,AM,246
4702921684,5/12/2016,8:00:00,AM,154
5553957443,5/12/2016,8:00:00,AM,0
6962181067,5/12/2016,8:00:00,AM,644
7086361926,5/12/2016,8:00:00,AM,439
8053475328,5/12/2016,8:00:00,AM,0
8378563200,5/12/2016,8:00:00,AM,1173
8877689391,5/12/2016,8:00:00,AM,765
1624580081,5/12/2016,7:00:00,AM,0
1844505072,5/12/2016,7:00:00,AM,0
1927972279,5/12/2016,7:00:00,AM,0
2022484408,5/12/2016,7:00:00,AM,490
2026352035,5/12/2016,7:00:00,AM,598
2320127002,5/12/2016,7:00:00,AM,0
2873212765,5/12/2016,7:00:00,AM,1162
4020332650,5/12/2016,7:00:00,AM,0
4388161847,5/12/2016,7:00:00,AM,594
4445114986,5/12/2016,7:00:00,AM,16
4558609924,5/12/2016,7:00:00,AM,49
4702921684,5/12/2016,7:00:00,AM,224
5553957443,5/12/2016,7:00:00,AM,2710
6962181067,5/12/2016,7:00:00,AM,0
7086361926,5/12/2016,7:00:00,AM,54
8053475328,5/12/2016,7:00:00,AM,0
8378563200,5/12/2016,7:00:00,AM,498
8877689391,5/12/2016,7:00:00,AM,574
1624580081,5/12/2016,6:00:00,AM,0
1844505072,5/12/2016,6:00:00,AM,0
1927972279,5/12/2016,6:00:00,AM,0
2022484408,5/12/2016,6:00:00,AM,0
2026352035,5/12/2016,6:00:00,AM,652
2320127002,5/12/2016,6:00:00,AM,0
2873212765,5/12/2016,6:00:00,AM,383
4020332650,5/12/2016,6:00:00,AM,0
4388161847,5/12/2016,6:00:00,AM,161
4445114986,5/12/2016,6:00:00,AM,0
4558609924,5/12/2016,6:00:00,AM,0
4702921684,5/12/2016,6:00:00,AM,707
5553957443,5/12/2016,6:00:00,AM,312
6962181067,5/12/2016,6:00:00,AM,0
7086361926,5/12/2016,6:00:00,AM,0
8053475328,5/12/2016,6:00:00,AM,0
8378563200,5/12/2016,6:00:00,AM,236
8877689391,5/12/2016,6:00:00,AM,254
1624580081,5/12/2016,5:00:00,AM,0
1844505072,5/12/2016,5:00:00,AM,0
1927972279,5/12/2016,5:00:00,AM,0
2022484408,5/12/2016,5:00:00,AM,0
2026352035,5/12/2016,5:00:00,AM,370
2320127002,5/12/2016,5:00:00,AM,0
2873212765,5/12/2016,5:00:00,AM,0
4020332650,5/12/2016,5:00:00,AM,0
4388161847,5/12/2016,5:00:00,AM,0
4445114986,5/12/2016,5:00:00,AM,0
4558609924,5/12/2016,5:00:00,AM,0
4702921684,5/12/2016,5:00:00,AM,0
5553957443,5/12/2016,5:00:00,AM,55
6962181067,5/12/2016,5:00:00,AM,0
7086361926,5/12/2016,5:00:00,AM,0
8053475328,5/12/2016,5:00:00,AM,0
8378563200,5/12/2016,5:00:00,AM,0
8877689391,5/12/2016,5:00:00,AM,0
1624580081,5/12/2016,4:00:00,AM,6
1844505072,5/12/2016,4:00:00,AM,0
1927972279,5/12/2016,4:00:00,AM,0
2022484408,5/12/2016,4:00:00,AM,0
2026352035,5/12/2016,4:00:00,AM,0
2320127002,5/12/2016,4:00:00,AM,0
2873212765,5/12/2016,4:00:00,AM,0
4020332650,5/12/2016,4:00:00,AM,0
4388161847,5/12/2016,4:00:00,AM,0
4445114986,5/12/2016,4:00:00,AM,29
4558609924,5/12/2016,4:00:00,AM,0
4702921684,5/12/2016,4:00:00,AM,4
5553957443,5/12/2016,4:00:00,AM,0
6962181067,5/12/2016,4:00:00,AM,0
7086361926,5/12/2016,4:00:00,AM,0
8053475328,5/12/2016,4:00:00,AM,0
8378563200,5/12/2016,4:00:00,AM,49
8877689391,5/12/2016,4:00:00,AM,0
1624580081,5/12/2016,3:00:00,AM,0
1844505072,5/12/2016,3:00:00,AM,0
1927972279,5/12/2016,3:00:00,AM,0
2022484408,5/12/2016,3:00:00,AM,0
2026352035,5/12/2016,3:00:00,AM,0
2320127002,5/12/2016,3:00:00,AM,0
2873212765,5/12/2016,3:00:00,AM,0
4020332650,5/12/2016,3:00:00,AM,0
4319703577,5/12/2016,3:00:00,AM,7
4388161847,5/12/2016,3:00:00,AM,0
4445114986,5/12/2016,3:00:00,AM,8
4558609924,5/12/2016,3:00:00,AM,0
4702921684,5/12/2016,3:00:00,AM,0
5553957443,5/12/2016,3:00:00,AM,0
6962181067,5/12/2016,3:00:00,AM,0
7086361926,5/12/2016,3:00:00,AM,0
8053475328,5/12/2016,3:00:00,AM,0
8378563200,5/12/2016,3:00:00,AM,0
8877689391,5/12/2016,3:00:00,AM,0
1624580081,5/12/2016,2:00:00,AM,121
1844505072,5/12/2016,2:00:00,AM,0
1927972279,5/12/2016,2:00:00,AM,0
2022484408,5/12/2016,2:00:00,AM,0
2026352035,5/12/2016,2:00:00,AM,8
2320127002,5/12/2016,2:00:00,AM,0
2873212765,5/12/2016,2:00:00,AM,0
4020332650,5/12/2016,2:00:00,AM,0
4319703577,5/12/2016,2:00:00,AM,10
4388161847,5/12/2016,2:00:00,AM,0
4445114986,5/12/2016,2:00:00,AM,0
4558609924,5/12/2016,2:00:00,AM,0
4702921684,5/12/2016,2:00:00,AM,0
5553957443,5/12/2016,2:00:00,AM,24
6962181067,5/12/2016,2:00:00,AM,0
7086361926,5/12/2016,2:00:00,AM,0
8053475328,5/12/2016,2:00:00,AM,109
8378563200,5/12/2016,2:00:00,AM,8
8877689391,5/12/2016,2:00:00,AM,0
1624580081,5/12/2016,1:00:00,AM,60
1844505072,5/12/2016,1:00:00,AM,0
1927972279,5/12/2016,1:00:00,AM,0
2022484408,5/12/2016,1:00:00,AM,0
2026352035,5/12/2016,1:00:00,AM,0
2320127002,5/12/2016,1:00:00,AM,0
2873212765,5/12/2016,1:00:00,AM,0
4020332650,5/12/2016,1:00:00,AM,0
4319703577,5/12/2016,1:00:00,AM,0
4388161847,5/12/2016,1:00:00,AM,0
4445114986,5/12/2016,1:00:00,AM,11
4558609924,5/12/2016,1:00:00,AM,0
4702921684,5/12/2016,1:00:00,AM,9
5553957443,5/12/2016,1:00:00,AM,9
6962181067,5/12/2016,1:00:00,AM,41
7086361926,5/12/2016,1:00:00,AM,0
8053475328,5/12/2016,1:00:00,AM,0
8378563200,5/12/2016,1:00:00,AM,17
8877689391,5/12/2016,1:00:00,AM,0
1624580081,5/12/2016,12:00:00,AM,24
1844505072,5/12/2016,12:00:00,AM,0
1927972279,5/12/2016,12:00:00,AM,0
2022484408,5/12/2016,12:00:00,AM,0
2026352035,5/12/2016,12:00:00,AM,0
2320127002,5/12/2016,12:00:00,AM,0
2873212765,5/12/2016,12:00:00,AM,0
4020332650,5/12/2016,12:00:00,AM,0
4319703577,5/12/2016,12:00:00,AM,0
4388161847,5/12/2016,12:00:00,AM,0
4445114986,5/12/2016,12:00:00,AM,0
4558609924,5/12/2016,12:00:00,AM,0
4702921684,5/12/2016,12:00:00,AM,0
5553957443,5/12/2016,12:00:00,AM,11
6962181067,5/12/2016,12:00:00,AM,0
7086361926,5/12/2016,12:00:00,AM,0
8053475328,5/12/2016,12:00:00,AM,33
8378563200,5/12/2016,12:00:00,AM,0
8877689391,5/12/2016,12:00:00,AM,0
1624580081,5/11/2016,11:00:00,PM,78
1844505072,5/11/2016,11:00:00,PM,0
1927972279,5/11/2016,11:00:00,PM,0
2022484408,5/11/2016,11:00:00,PM,0
2026352035,5/11/2016,11:00:00,PM,5
2320127002,5/11/2016,11:00:00,PM,428
2873212765,5/11/2016,11:00:00,PM,0
4020332650,5/11/2016,11:00:00,PM,0
4319703577,5/11/2016,11:00:00,PM,0
4388161847,5/11/2016,11:00:00,PM,0
4445114986,5/11/2016,11:00:00,PM,732
4558609924,5/11/2016,11:00:00,PM,432
4702921684,5/11/2016,11:00:00,PM,0
5553957443,5/11/2016,11:00:00,PM,29
6962181067,5/11/2016,11:00:00,PM,9
7086361926,5/11/2016,11:00:00,PM,0
8053475328,5/11/2016,11:00:00,PM,116
8378563200,5/11/2016,11:00:00,PM,88
8877689391,5/11/2016,11:00:00,PM,0
1624580081,5/11/2016,10:00:00,PM,251
1844505072,5/11/2016,10:00:00,PM,0
1927972279,5/11/2016,10:00:00,PM,0
2022484408,5/11/2016,10:00:00,PM,0
2026352035,5/11/2016,10:00:00,PM,8
2320127002,5/11/2016,10:00:00,PM,605
2873212765,5/11/2016,10:00:00,PM,123
4020332650,5/11/2016,10:00:00,PM,0
4319703577,5/11/2016,10:00:00,PM,147
4388161847,5/11/2016,10:00:00,PM,0
4445114986,5/11/2016,10:00:00,PM,188
4558609924,5/11/2016,10:00:00,PM,285
4702921684,5/11/2016,10:00:00,PM,369
5553957443,5/11/2016,10:00:00,PM,0
6962181067,5/11/2016,10:00:00,PM,99
7086361926,5/11/2016,10:00:00,PM,32
8053475328,5/11/2016,10:00:00,PM,49
8378563200,5/11/2016,10:00:00,PM,0
8877689391,5/11/2016,10:00:00,PM,109
1624580081,5/11/2016,9:00:00,PM,0
1844505072,5/11/2016,9:00:00,PM,0
1927972279,5/11/2016,9:00:00,PM,0
2022484408,5/11/2016,9:00:00,PM,0
2026352035,5/11/2016,9:00:00,PM,150
2320127002,5/11/2016,9:00:00,PM,522
2873212765,5/11/2016,9:00:00,PM,0
4020332650,5/11/2016,9:00:00,PM,0
4319703577,5/11/2016,9:00:00,PM,80
4388161847,5/11/2016,9:00:00,PM,0
4445114986,5/11/2016,9:00:00,PM,389
4558609924,5/11/2016,9:00:00,PM,596
4702921684,5/11/2016,9:00:00,PM,1013
5553957443,5/11/2016,9:00:00,PM,344
6962181067,5/11/2016,9:00:00,PM,156
7086361926,5/11/2016,9:00:00,PM,0
8053475328,5/11/2016,9:00:00,PM,896
8378563200,5/11/2016,9:00:00,PM,136
8583815059,5/11/2016,9:00:00,PM,160
8877689391,5/11/2016,9:00:00,PM,228
1503960366,5/11/2016,8:00:00,PM,1209
1624580081,5/11/2016,8:00:00,PM,77
1844505072,5/11/2016,8:00:00,PM,0
1927972279,5/11/2016,8:00:00,PM,0
2022484408,5/11/2016,8:00:00,PM,0
2026352035,5/11/2016,8:00:00,PM,759
2320127002,5/11/2016,8:00:00,PM,723
2873212765,5/11/2016,8:00:00,PM,203
4020332650,5/11/2016,8:00:00,PM,0
4319703577,5/11/2016,8:00:00,PM,262
4388161847,5/11/2016,8:00:00,PM,624
4445114986,5/11/2016,8:00:00,PM,487
4558609924,5/11/2016,8:00:00,PM,272
4702921684,5/11/2016,8:00:00,PM,191
5553957443,5/11/2016,8:00:00,PM,441
6962181067,5/11/2016,8:00:00,PM,134
7086361926,5/11/2016,8:00:00,PM,78
8053475328,5/11/2016,8:00:00,PM,0
8378563200,5/11/2016,8:00:00,PM,252
8583815059,5/11/2016,8:00:00,PM,429
8877689391,5/11/2016,8:00:00,PM,633
1503960366,5/11/2016,7:00:00,PM,293
1624580081,5/11/2016,7:00:00,PM,53
1844505072,5/11/2016,7:00:00,PM,0
1927972279,5/11/2016,7:00:00,PM,0
2022484408,5/11/2016,7:00:00,PM,409
2026352035,5/11/2016,7:00:00,PM,552
2320127002,5/11/2016,7:00:00,PM,324
2873212765,5/11/2016,7:00:00,PM,36
4020332650,5/11/2016,7:00:00,PM,0
4319703577,5/11/2016,7:00:00,PM,1613
4388161847,5/11/2016,7:00:00,PM,688
4445114986,5/11/2016,7:00:00,PM,445
4558609924,5/11/2016,7:00:00,PM,504
4702921684,5/11/2016,7:00:00,PM,578
5553957443,5/11/2016,7:00:00,PM,745
6962181067,5/11/2016,7:00:00,PM,265
7086361926,5/11/2016,7:00:00,PM,287
8053475328,5/11/2016,7:00:00,PM,8
8378563200,5/11/2016,7:00:00,PM,71
8583815059,5/11/2016,7:00:00,PM,17
8877689391,5/11/2016,7:00:00,PM,408
1503960366,5/11/2016,6:00:00,PM,3449
1624580081,5/11/2016,6:00:00,PM,861
1844505072,5/11/2016,6:00:00,PM,0
1927972279,5/11/2016,6:00:00,PM,0
2022484408,5/11/2016,6:00:00,PM,673
2026352035,5/11/2016,6:00:00,PM,331
2320127002,5/11/2016,6:00:00,PM,172
2873212765,5/11/2016,6:00:00,PM,292
4020332650,5/11/2016,6:00:00,PM,0
4319703577,5/11/2016,6:00:00,PM,430
4388161847,5/11/2016,6:00:00,PM,310
4445114986,5/11/2016,6:00:00,PM,318
4558609924,5/11/2016,6:00:00,PM,627
4702921684,5/11/2016,6:00:00,PM,2503
5553957443,5/11/2016,6:00:00,PM,469
6962181067,5/11/2016,6:00:00,PM,79
7086361926,5/11/2016,6:00:00,PM,2155
8053475328,5/11/2016,6:00:00,PM,3960
8378563200,5/11/2016,6:00:00,PM,207
8583815059,5/11/2016,6:00:00,PM,179
8877689391,5/11/2016,6:00:00,PM,920
1503960366,5/11/2016,5:00:00,PM,245
1624580081,5/11/2016,5:00:00,PM,477
1844505072,5/11/2016,5:00:00,PM,0
1927972279,5/11/2016,5:00:00,PM,0
2022484408,5/11/2016,5:00:00,PM,1045
2026352035,5/11/2016,5:00:00,PM,820
2320127002,5/11/2016,5:00:00,PM,999
2873212765,5/11/2016,5:00:00,PM,79
4020332650,5/11/2016,5:00:00,PM,543
4319703577,5/11/2016,5:00:00,PM,269
4388161847,5/11/2016,5:00:00,PM,1280
4445114986,5/11/2016,5:00:00,PM,214
4558609924,5/11/2016,5:00:00,PM,170
4702921684,5/11/2016,5:00:00,PM,527
5553957443,5/11/2016,5:00:00,PM,10
6962181067,5/11/2016,5:00:00,PM,152
7086361926,5/11/2016,5:00:00,PM,1253
8053475328,5/11/2016,5:00:00,PM,730
8378563200,5/11/2016,5:00:00,PM,926
8583815059,5/11/2016,5:00:00,PM,331
8877689391,5/11/2016,5:00:00,PM,8357
1503960366,5/11/2016,4:00:00,PM,289
1624580081,5/11/2016,4:00:00,PM,302
1844505072,5/11/2016,4:00:00,PM,0
1927972279,5/11/2016,4:00:00,PM,0
2022484408,5/11/2016,4:00:00,PM,1116
2026352035,5/11/2016,4:00:00,PM,2375
2320127002,5/11/2016,4:00:00,PM,493
2873212765,5/11/2016,4:00:00,PM,314
4020332650,5/11/2016,4:00:00,PM,800
4319703577,5/11/2016,4:00:00,PM,793
4388161847,5/11/2016,4:00:00,PM,1050
4445114986,5/11/2016,4:00:00,PM,339
4558609924,5/11/2016,4:00:00,PM,374
4702921684,5/11/2016,4:00:00,PM,1016
5553957443,5/11/2016,4:00:00,PM,302
6962181067,5/11/2016,4:00:00,PM,440
7086361926,5/11/2016,4:00:00,PM,1134
8053475328,5/11/2016,4:00:00,PM,770
8378563200,5/11/2016,4:00:00,PM,162
8583815059,5/11/2016,4:00:00,PM,1068
8877689391,5/11/2016,4:00:00,PM,2869
1503960366,5/11/2016,3:00:00,PM,348
1624580081,5/11/2016,3:00:00,PM,664
1844505072,5/11/2016,3:00:00,PM,0
1927972279,5/11/2016,3:00:00,PM,0
2022484408,5/11/2016,3:00:00,PM,698
2026352035,5/11/2016,3:00:00,PM,883
2320127002,5/11/2016,3:00:00,PM,364
2873212765,5/11/2016,3:00:00,PM,238
4020332650,5/11/2016,3:00:00,PM,959
4319703577,5/11/2016,3:00:00,PM,715
4388161847,5/11/2016,3:00:00,PM,365
4445114986,5/11/2016,3:00:00,PM,79
4558609924,5/11/2016,3:00:00,PM,527
4702921684,5/11/2016,3:00:00,PM,109
5553957443,5/11/2016,3:00:00,PM,523
6962181067,5/11/2016,3:00:00,PM,421
7086361926,5/11/2016,3:00:00,PM,13
8053475328,5/11/2016,3:00:00,PM,1699
8378563200,5/11/2016,3:00:00,PM,319
8583815059,5/11/2016,3:00:00,PM,552
8877689391,5/11/2016,3:00:00,PM,416
1503960366,5/11/2016,2:00:00,PM,1560
1624580081,5/11/2016,2:00:00,PM,199
1844505072,5/11/2016,2:00:00,PM,0
1927972279,5/11/2016,2:00:00,PM,0
2022484408,5/11/2016,2:00:00,PM,3294
2026352035,5/11/2016,2:00:00,PM,582
2320127002,5/11/2016,2:00:00,PM,241
2873212765,5/11/2016,2:00:00,PM,45
4020332650,5/11/2016,2:00:00,PM,527
4319703577,5/11/2016,2:00:00,PM,597
4388161847,5/11/2016,2:00:00,PM,147
4445114986,5/11/2016,2:00:00,PM,890
4558609924,5/11/2016,2:00:00,PM,3580
4702921684,5/11/2016,2:00:00,PM,328
5553957443,5/11/2016,2:00:00,PM,532
6962181067,5/11/2016,2:00:00,PM,31
7086361926,5/11/2016,2:00:00,PM,31
8053475328,5/11/2016,2:00:00,PM,2789
8378563200,5/11/2016,2:00:00,PM,439
8583815059,5/11/2016,2:00:00,PM,2751
8877689391,5/11/2016,2:00:00,PM,37
1503960366,5/11/2016,1:00:00,PM,811
1624580081,5/11/2016,1:00:00,PM,154
1844505072,5/11/2016,1:00:00,PM,0
1927972279,5/11/2016,1:00:00,PM,0
2022484408,5/11/2016,1:00:00,PM,225
2026352035,5/11/2016,1:00:00,PM,536
2320127002,5/11/2016,1:00:00,PM,283
2873212765,5/11/2016,1:00:00,PM,680
4020332650,5/11/2016,1:00:00,PM,594
4319703577,5/11/2016,1:00:00,PM,398
4388161847,5/11/2016,1:00:00,PM,458
4445114986,5/11/2016,1:00:00,PM,4379
4558609924,5/11/2016,1:00:00,PM,326
4702921684,5/11/2016,1:00:00,PM,211
5553957443,5/11/2016,1:00:00,PM,9
6962181067,5/11/2016,1:00:00,PM,0
7086361926,5/11/2016,1:00:00,PM,3597
8053475328,5/11/2016,1:00:00,PM,309
8378563200,5/11/2016,1:00:00,PM,488
8583815059,5/11/2016,1:00:00,PM,2278
8877689391,5/11/2016,1:00:00,PM,481
1503960366,5/11/2016,12:00:00,PM,116
1624580081,5/11/2016,12:00:00,PM,0
1844505072,5/11/2016,12:00:00,PM,0
1927972279,5/11/2016,12:00:00,PM,0
2022484408,5/11/2016,12:00:00,PM,607
2026352035,5/11/2016,12:00:00,PM,53
2320127002,5/11/2016,12:00:00,PM,446
2873212765,5/11/2016,12:00:00,PM,582
4020332650,5/11/2016,12:00:00,PM,206
4319703577,5/11/2016,12:00:00,PM,1037
4388161847,5/11/2016,12:00:00,PM,566
4445114986,5/11/2016,12:00:00,PM,258
4558609924,5/11/2016,12:00:00,PM,160
4702921684,5/11/2016,12:00:00,PM,145
5553957443,5/11/2016,12:00:00,PM,392
6962181067,5/11/2016,12:00:00,PM,394
7086361926,5/11/2016,12:00:00,PM,97
8053475328,5/11/2016,12:00:00,PM,662
8378563200,5/11/2016,12:00:00,PM,870
8583815059,5/11/2016,12:00:00,PM,473
8877689391,5/11/2016,12:00:00,PM,3929
1503960366,5/11/2016,11:00:00,AM,259
1624580081,5/11/2016,11:00:00,AM,0
1644430081,5/11/2016,11:00:00,AM,103
1844505072,5/11/2016,11:00:00,AM,0
1927972279,5/11/2016,11:00:00,AM,0
2022484408,5/11/2016,11:00:00,AM,4838
2026352035,5/11/2016,11:00:00,AM,163
2320127002,5/11/2016,11:00:00,AM,348
2873212765,5/11/2016,11:00:00,AM,458
4020332650,5/11/2016,11:00:00,AM,34
4319703577,5/11/2016,11:00:00,AM,734
4388161847,5/11/2016,11:00:00,AM,252
4445114986,5/11/2016,11:00:00,AM,0
4558609924,5/11/2016,11:00:00,AM,360
4702921684,5/11/2016,11:00:00,AM,272
5553957443,5/11/2016,11:00:00,AM,69
5577150313,5/11/2016,11:00:00,AM,1276
6962181067,5/11/2016,11:00:00,AM,403
7086361926,5/11/2016,11:00:00,AM,102
8053475328,5/11/2016,11:00:00,AM,44
8378563200,5/11/2016,11:00:00,AM,1302
8583815059,5/11/2016,11:00:00,AM,105
8877689391,5/11/2016,11:00:00,AM,974
1503960366,5/11/2016,10:00:00,AM,644
1624580081,5/11/2016,10:00:00,AM,0
1644430081,5/11/2016,10:00:00,AM,70
1844505072,5/11/2016,10:00:00,AM,0
1927972279,5/11/2016,10:00:00,AM,0
2022484408,5/11/2016,10:00:00,AM,329
2026352035,5/11/2016,10:00:00,AM,342
2320127002,5/11/2016,10:00:00,AM,472
2873212765,5/11/2016,10:00:00,AM,750
4020332650,5/11/2016,10:00:00,AM,0
4319703577,5/11/2016,10:00:00,AM,1735
4388161847,5/11/2016,10:00:00,AM,642
4445114986,5/11/2016,10:00:00,AM,253
4558609924,5/11/2016,10:00:00,AM,380
4702921684,5/11/2016,10:00:00,AM,165
5553957443,5/11/2016,10:00:00,AM,455
5577150313,5/11/2016,10:00:00,AM,304
6962181067,5/11/2016,10:00:00,AM,481
7086361926,5/11/2016,10:00:00,AM,162
8053475328,5/11/2016,10:00:00,AM,0
8378563200,5/11/2016,10:00:00,AM,1108
8583815059,5/11/2016,10:00:00,AM,0
8877689391,5/11/2016,10:00:00,AM,295
1503960366,5/11/2016,9:00:00,AM,1914
1624580081,5/11/2016,9:00:00,AM,0
1644430081,5/11/2016,9:00:00,AM,179
1844505072,5/11/2016,9:00:00,AM,0
1927972279,5/11/2016,9:00:00,AM,0
2022484408,5/11/2016,9:00:00,AM,38
2026352035,5/11/2016,9:00:00,AM,102
2320127002,5/11/2016,9:00:00,AM,4
2873212765,5/11/2016,9:00:00,AM,780
4020332650,5/11/2016,9:00:00,AM,0
4319703577,5/11/2016,9:00:00,AM,49
4388161847,5/11/2016,9:00:00,AM,175
4445114986,5/11/2016,9:00:00,AM,0
4558609924,5/11/2016,9:00:00,AM,382
4702921684,5/11/2016,9:00:00,AM,71
5553957443,5/11/2016,9:00:00,AM,79
5577150313,5/11/2016,9:00:00,AM,255
6962181067,5/11/2016,9:00:00,AM,2873
7086361926,5/11/2016,9:00:00,AM,161
8053475328,5/11/2016,9:00:00,AM,0
8378563200,5/11/2016,9:00:00,AM,440
8583815059,5/11/2016,9:00:00,AM,79
8877689391,5/11/2016,9:00:00,AM,338
1503960366,5/11/2016,8:00:00,AM,312
1624580081,5/11/2016,8:00:00,AM,0
1644430081,5/11/2016,8:00:00,AM,463
1844505072,5/11/2016,8:00:00,AM,0
1927972279,5/11/2016,8:00:00,AM,0
2022484408,5/11/2016,8:00:00,AM,0
2026352035,5/11/2016,8:00:00,AM,216
2320127002,5/11/2016,8:00:00,AM,0
2873212765,5/11/2016,8:00:00,AM,902
4020332650,5/11/2016,8:00:00,AM,0
4319703577,5/11/2016,8:00:00,AM,258
4388161847,5/11/2016,8:00:00,AM,364
4445114986,5/11/2016,8:00:00,AM,0
4558609924,5/11/2016,8:00:00,AM,0
4702921684,5/11/2016,8:00:00,AM,1355
5553957443,5/11/2016,8:00:00,AM,407
5577150313,5/11/2016,8:00:00,AM,248
6962181067,5/11/2016,8:00:00,AM,713
7086361926,5/11/2016,8:00:00,AM,163
8053475328,5/11/2016,8:00:00,AM,0
8378563200,5/11/2016,8:00:00,AM,1396
8583815059,5/11/2016,8:00:00,AM,0
8877689391,5/11/2016,8:00:00,AM,938
1503960366,5/11/2016,7:00:00,AM,47
1624580081,5/11/2016,7:00:00,AM,0
1644430081,5/11/2016,7:00:00,AM,166
1844505072,5/11/2016,7:00:00,AM,0
1927972279,5/11/2016,7:00:00,AM,0
2022484408,5/11/2016,7:00:00,AM,0
