Id,ActivityDay,Time,PM or AM,Calories
8053475328,05/12/16,12:00:00 PM,PM,131
8378563200,05/12/16,12:00:00 PM,PM,105
8877689391,05/12/16,12:00:00 PM,PM,321
1624580081,05/12/16,11:00:00 AM,AM,50
1927972279,05/12/16,11:00:00 AM,AM,86
2022484408,05/12/16,11:00:00 AM,AM,104
2026352035,05/12/16,11:00:00 AM,AM,98
2320127002,05/12/16,11:00:00 AM,AM,100
2873212765,05/12/16,11:00:00 AM,AM,83
4020332650,05/12/16,11:00:00 AM,AM,123
4388161847,05/12/16,11:00:00 AM,AM,120
4445114986,05/12/16,11:00:00 AM,AM,95
4558609924,05/12/16,11:00:00 AM,AM,102
6962181067,05/12/16,11:00:00 AM,AM,112
7086361926,05/12/16,11:00:00 AM,AM,79
8053475328,05/12/16,11:00:00 AM,AM,73
8378563200,05/12/16,11:00:00 AM,AM,138
8877689391,05/12/16,11:00:00 AM,AM,192
1624580081,05/12/16,10:00:00 AM,AM,59
1844505072,05/12/16,10:00:00 AM,AM,56
1927972279,05/12/16,10:00:00 AM,AM,86
2022484408,05/12/16,10:00:00 AM,AM,246
2026352035,05/12/16,10:00:00 AM,AM,119
2320127002,05/12/16,10:00:00 AM,AM,118
2873212765,05/12/16,10:00:00 AM,AM,125
4020332650,05/12/16,10:00:00 AM,AM,83
4388161847,05/12/16,10:00:00 AM,AM,101
4445114986,05/12/16,10:00:00 AM,AM,94
4558609924,05/12/16,10:00:00 AM,AM,122
4702921684,05/12/16,10:00:00 AM,AM,163
6962181067,05/12/16,10:00:00 AM,AM,149
7086361926,05/12/16,10:00:00 AM,AM,82
8053475328,05/12/16,10:00:00 AM,AM,73
8378563200,05/12/16,10:00:00 AM,AM,163
8877689391,05/12/16,10:00:00 AM,AM,126
1624580081,05/12/16,9:00:00 AM,AM,50
1844505072,05/12/16,9:00:00 AM,AM,56
1927972279,05/12/16,9:00:00 AM,AM,86
2022484408,05/12/16,9:00:00 AM,AM,181
2026352035,05/12/16,9:00:00 AM,AM,83
2320127002,05/12/16,9:00:00 AM,AM,70
2873212765,05/12/16,9:00:00 AM,AM,135
4020332650,05/12/16,9:00:00 AM,AM,83
4388161847,05/12/16,9:00:00 AM,AM,107
4445114986,05/12/16,9:00:00 AM,AM,70
4558609924,05/12/16,9:00:00 AM,AM,134
4702921684,05/12/16,9:00:00 AM,AM,164
5553957443,05/12/16,9:00:00 AM,AM,55
6962181067,05/12/16,9:00:00 AM,AM,116
7086361926,05/12/16,9:00:00 AM,AM,69
8053475328,05/12/16,9:00:00 AM,AM,73
8378563200,05/12/16,9:00:00 AM,AM,160
8877689391,05/12/16,9:00:00 AM,AM,88
1624580081,05/12/16,8:00:00 AM,AM,50
1844505072,05/12/16,8:00:00 AM,AM,56
1927972279,05/12/16,8:00:00 AM,AM,86
2022484408,05/12/16,8:00:00 AM,AM,102
2026352035,05/12/16,8:00:00 AM,AM,104
2320127002,05/12/16,8:00:00 AM,AM,55
2873212765,05/12/16,8:00:00 AM,AM,125
4020332650,05/12/16,8:00:00 AM,AM,83
4388161847,05/12/16,8:00:00 AM,AM,101
4445114986,05/12/16,8:00:00 AM,AM,69
4558609924,05/12/16,8:00:00 AM,AM,87
4702921684,05/12/16,8:00:00 AM,AM,103
5553957443,05/12/16,8:00:00 AM,AM,55
6962181067,05/12/16,8:00:00 AM,AM,112
7086361926,05/12/16,8:00:00 AM,AM,118
8053475328,05/12/16,8:00:00 AM,AM,73
8378563200,05/12/16,8:00:00 AM,AM,199
8877689391,05/12/16,8:00:00 AM,AM,137
1624580081,05/12/16,7:00:00 AM,AM,50
1844505072,05/12/16,7:00:00 AM,AM,56
1927972279,05/12/16,7:00:00 AM,AM,86
2022484408,05/12/16,7:00:00 AM,AM,113
2026352035,05/12/16,7:00:00 AM,AM,89
2320127002,05/12/16,7:00:00 AM,AM,55
2873212765,05/12/16,7:00:00 AM,AM,132
4020332650,05/12/16,7:00:00 AM,AM,83
4388161847,05/12/16,7:00:00 AM,AM,164
4445114986,05/12/16,7:00:00 AM,AM,71
4558609924,05/12/16,7:00:00 AM,AM,63
4702921684,05/12/16,7:00:00 AM,AM,110
5553957443,05/12/16,7:00:00 AM,AM,175
6962181067,05/12/16,7:00:00 AM,AM,54
7086361926,05/12/16,7:00:00 AM,AM,84
8053475328,05/12/16,7:00:00 AM,AM,73
8378563200,05/12/16,7:00:00 AM,AM,152
8877689391,05/12/16,7:00:00 AM,AM,148
1624580081,05/12/16,6:00:00 AM,AM,50
1844505072,05/12/16,6:00:00 AM,AM,56
1927972279,05/12/16,6:00:00 AM,AM,86
2022484408,05/12/16,6:00:00 AM,AM,62
2026352035,05/12/16,6:00:00 AM,AM,88
2320127002,05/12/16,6:00:00 AM,AM,55
2873212765,05/12/16,6:00:00 AM,AM,87
4020332650,05/12/16,6:00:00 AM,AM,83
4388161847,05/12/16,6:00:00 AM,AM,104
4445114986,05/12/16,6:00:00 AM,AM,69
4558609924,05/12/16,6:00:00 AM,AM,56
4702921684,05/12/16,6:00:00 AM,AM,164
5553957443,05/12/16,6:00:00 AM,AM,89
6962181067,05/12/16,6:00:00 AM,AM,54
7086361926,05/12/16,6:00:00 AM,AM,69
8053475328,05/12/16,6:00:00 AM,AM,73
8378563200,05/12/16,6:00:00 AM,AM,129
8877689391,05/12/16,6:00:00 AM,AM,107
1624580081,05/12/16,5:00:00 AM,AM,50
1844505072,05/12/16,5:00:00 AM,AM,56
1927972279,05/12/16,5:00:00 AM,AM,86
2022484408,05/12/16,5:00:00 AM,AM,62
2026352035,05/12/16,5:00:00 AM,AM,69
2320127002,05/12/16,5:00:00 AM,AM,55
2873212765,05/12/16,5:00:00 AM,AM,53
4020332650,05/12/16,5:00:00 AM,AM,83
4388161847,05/12/16,5:00:00 AM,AM,78
4445114986,05/12/16,5:00:00 AM,AM,69
4558609924,05/12/16,5:00:00 AM,AM,56
4702921684,05/12/16,5:00:00 AM,AM,85
5553957443,05/12/16,5:00:00 AM,AM,60
6962181067,05/12/16,5:00:00 AM,AM,54
7086361926,05/12/16,5:00:00 AM,AM,68
8053475328,05/12/16,5:00:00 AM,AM,73
8378563200,05/12/16,5:00:00 AM,AM,91
8877689391,05/12/16,5:00:00 AM,AM,73
1624580081,05/12/16,4:00:00 AM,AM,54
1844505072,05/12/16,4:00:00 AM,AM,56
1927972279,05/12/16,4:00:00 AM,AM,86
2022484408,05/12/16,4:00:00 AM,AM,62
2026352035,05/12/16,4:00:00 AM,AM,47
2320127002,05/12/16,4:00:00 AM,AM,55
2873212765,05/12/16,4:00:00 AM,AM,53
4020332650,05/12/16,4:00:00 AM,AM,83
4388161847,05/12/16,4:00:00 AM,AM,78
4445114986,05/12/16,4:00:00 AM,AM,75
4558609924,05/12/16,4:00:00 AM,AM,56
4702921684,05/12/16,4:00:00 AM,AM,87
5553957443,05/12/16,4:00:00 AM,AM,55
6962181067,05/12/16,4:00:00 AM,AM,55
7086361926,05/12/16,4:00:00 AM,AM,68
8053475328,05/12/16,4:00:00 AM,AM,73
8378563200,05/12/16,4:00:00 AM,AM,98
8877689391,05/12/16,4:00:00 AM,AM,73
1624580081,05/12/16,3:00:00 AM,AM,52
1844505072,05/12/16,3:00:00 AM,AM,56
1927972279,05/12/16,3:00:00 AM,AM,86
2022484408,05/12/16,3:00:00 AM,AM,62
2026352035,05/12/16,3:00:00 AM,AM,47
2320127002,05/12/16,3:00:00 AM,AM,55
2873212765,05/12/16,3:00:00 AM,AM,53
4020332650,05/12/16,3:00:00 AM,AM,83
4319703577,05/12/16,3:00:00 AM,AM,63
4388161847,05/12/16,3:00:00 AM,AM,78
4445114986,05/12/16,3:00:00 AM,AM,71
4558609924,05/12/16,3:00:00 AM,AM,56
4702921684,05/12/16,3:00:00 AM,AM,86
5553957443,05/12/16,3:00:00 AM,AM,55
6962181067,05/12/16,3:00:00 AM,AM,54
7086361926,05/12/16,3:00:00 AM,AM,68
8053475328,05/12/16,3:00:00 AM,AM,73
8378563200,05/12/16,3:00:00 AM,AM,91
8877689391,05/12/16,3:00:00 AM,AM,73
1624580081,05/12/16,2:00:00 AM,AM,57
1844505072,05/12/16,2:00:00 AM,AM,56
1927972279,05/12/16,2:00:00 AM,AM,86
2022484408,05/12/16,2:00:00 AM,AM,62
2026352035,05/12/16,2:00:00 AM,AM,48
2320127002,05/12/16,2:00:00 AM,AM,56
2873212765,05/12/16,2:00:00 AM,AM,53
4020332650,05/12/16,2:00:00 AM,AM,83
4319703577,05/12/16,2:00:00 AM,AM,62
4388161847,05/12/16,2:00:00 AM,AM,78
4445114986,05/12/16,2:00:00 AM,AM,69
4558609924,05/12/16,2:00:00 AM,AM,56
4702921684,05/12/16,2:00:00 AM,AM,85
5553957443,05/12/16,2:00:00 AM,AM,60
6962181067,05/12/16,2:00:00 AM,AM,54
7086361926,05/12/16,2:00:00 AM,AM,68
8053475328,05/12/16,2:00:00 AM,AM,81
8378563200,05/12/16,2:00:00 AM,AM,93
8877689391,05/12/16,2:00:00 AM,AM,73
1624580081,05/12/16,1:00:00 AM,AM,56
1844505072,05/12/16,1:00:00 AM,AM,56
1927972279,05/12/16,1:00:00 AM,AM,86
2022484408,05/12/16,1:00:00 AM,AM,62
2026352035,05/12/16,1:00:00 AM,AM,47
2320127002,05/12/16,1:00:00 AM,AM,55
2873212765,05/12/16,1:00:00 AM,AM,53
4020332650,05/12/16,1:00:00 AM,AM,83
4319703577,05/12/16,1:00:00 AM,AM,61
4388161847,05/12/16,1:00:00 AM,AM,78
4445114986,05/12/16,1:00:00 AM,AM,72
4558609924,05/12/16,1:00:00 AM,AM,56
4702921684,05/12/16,1:00:00 AM,AM,88
5553957443,05/12/16,1:00:00 AM,AM,56
6962181067,05/12/16,1:00:00 AM,AM,57
7086361926,05/12/16,1:00:00 AM,AM,68
8053475328,05/12/16,1:00:00 AM,AM,73
8378563200,05/12/16,1:00:00 AM,AM,98
8877689391,05/12/16,1:00:00 AM,AM,73
1624580081,05/12/16,12:00:00 PM,AM,54
1844505072,05/12/16,12:00:00 PM,AM,56
1927972279,05/12/16,12:00:00 PM,AM,86
2022484408,05/12/16,12:00:00 PM,AM,62
2026352035,05/12/16,12:00:00 PM,AM,47
2320127002,05/12/16,12:00:00 PM,AM,55
2873212765,05/12/16,12:00:00 PM,AM,53
4020332650,05/12/16,12:00:00 PM,AM,83
4319703577,05/12/16,12:00:00 PM,AM,61
4388161847,05/12/16,12:00:00 PM,AM,78
4445114986,05/12/16,12:00:00 PM,AM,69
4558609924,05/12/16,12:00:00 PM,AM,56
4702921684,05/12/16,12:00:00 PM,AM,85
5553957443,05/12/16,12:00:00 PM,AM,56
6962181067,05/12/16,12:00:00 PM,AM,54
7086361926,05/12/16,12:00:00 PM,AM,68
8053475328,05/12/16,12:00:00 PM,AM,80
8378563200,05/12/16,12:00:00 PM,AM,91
8877689391,05/12/16,12:00:00 PM,AM,73
1624580081,05/11/16,11:00:00 AM,PM,59
1844505072,05/11/16,11:00:00 AM,PM,56
1927972279,05/11/16,11:00:00 AM,PM,86
2022484408,05/11/16,11:00:00 AM,PM,62
2026352035,05/11/16,11:00:00 AM,PM,48
2320127002,05/11/16,11:00:00 AM,PM,95
2873212765,05/11/16,11:00:00 AM,PM,52
4020332650,05/11/16,11:00:00 AM,PM,83
4319703577,05/11/16,11:00:00 AM,PM,61
4388161847,05/11/16,11:00:00 AM,PM,78
4445114986,05/11/16,11:00:00 AM,PM,142
4558609924,05/11/16,11:00:00 AM,PM,90
4702921684,05/11/16,11:00:00 AM,PM,85
5553957443,05/11/16,11:00:00 AM,PM,57
6962181067,05/11/16,11:00:00 AM,PM,56
7086361926,05/11/16,11:00:00 AM,PM,70
8053475328,05/11/16,11:00:00 AM,PM,91
8378563200,05/11/16,11:00:00 AM,PM,102
8877689391,05/11/16,11:00:00 AM,PM,73
1624580081,05/11/16,10:00:00 AM,PM,65
1844505072,05/11/16,10:00:00 AM,PM,56
1927972279,05/11/16,10:00:00 AM,PM,86
2022484408,05/11/16,10:00:00 AM,PM,62
2026352035,05/11/16,10:00:00 AM,PM,48
2320127002,05/11/16,10:00:00 AM,PM,113
2873212765,05/11/16,10:00:00 AM,PM,65
4020332650,05/11/16,10:00:00 AM,PM,83
4319703577,05/11/16,10:00:00 AM,PM,77
4388161847,05/11/16,10:00:00 AM,PM,78
4445114986,05/11/16,10:00:00 AM,PM,96
4558609924,05/11/16,10:00:00 AM,PM,86
4702921684,05/11/16,10:00:00 AM,PM,141
5553957443,05/11/16,10:00:00 AM,PM,55
6962181067,05/11/16,10:00:00 AM,PM,67
7086361926,05/11/16,10:00:00 AM,PM,76
8053475328,05/11/16,10:00:00 AM,PM,82
8378563200,05/11/16,10:00:00 AM,PM,91
8877689391,05/11/16,10:00:00 AM,PM,93
1624580081,05/11/16,9:00:00 AM,PM,51
1844505072,05/11/16,9:00:00 AM,PM,56
1927972279,05/11/16,9:00:00 AM,PM,86
2022484408,05/11/16,9:00:00 AM,PM,62
2026352035,05/11/16,9:00:00 AM,PM,61
2320127002,05/11/16,9:00:00 AM,PM,102
2873212765,05/11/16,9:00:00 AM,PM,52
4020332650,05/11/16,9:00:00 AM,PM,83
4319703577,05/11/16,9:00:00 AM,PM,74
4388161847,05/11/16,9:00:00 AM,PM,78
4445114986,05/11/16,9:00:00 AM,PM,111
4558609924,05/11/16,9:00:00 AM,PM,122
4702921684,05/11/16,9:00:00 AM,PM,206
5553957443,05/11/16,9:00:00 AM,PM,88
6962181067,05/11/16,9:00:00 AM,PM,74
7086361926,05/11/16,9:00:00 AM,PM,79
8053475328,05/11/16,9:00:00 AM,PM,164
8378563200,05/11/16,9:00:00 AM,PM,115
8583815059,05/11/16,9:00:00 AM,PM,113
8877689391,05/11/16,9:00:00 AM,PM,123
1503960366,05/11/16,8:00:00 AM,PM,114
1624580081,05/11/16,8:00:00 AM,PM,59
1844505072,05/11/16,8:00:00 AM,PM,56
1927972279,05/11/16,8:00:00 AM,PM,86
2022484408,05/11/16,8:00:00 AM,PM,62
2026352035,05/11/16,8:00:00 AM,PM,101
2320127002,05/11/16,8:00:00 AM,PM,115
2873212765,05/11/16,8:00:00 AM,PM,66
4020332650,05/11/16,8:00:00 AM,PM,83
4319703577,05/11/16,8:00:00 AM,PM,88
4388161847,05/11/16,8:00:00 AM,PM,138
4445114986,05/11/16,8:00:00 AM,PM,126
4558609924,05/11/16,8:00:00 AM,PM,83
4702921684,05/11/16,8:00:00 AM,PM,122
5553957443,05/11/16,8:00:00 AM,PM,82
6962181067,05/11/16,8:00:00 AM,PM,76
7086361926,05/11/16,8:00:00 AM,PM,90
8053475328,05/11/16,8:00:00 AM,PM,75
8378563200,05/11/16,8:00:00 AM,PM,129
8583815059,05/11/16,8:00:00 AM,PM,160
8877689391,05/11/16,8:00:00 AM,PM,174
1503960366,05/11/16,7:00:00 AM,PM,90
1624580081,05/11/16,7:00:00 AM,PM,53
1844505072,05/11/16,7:00:00 AM,PM,56
1927972279,05/11/16,7:00:00 AM,PM,86
2022484408,05/11/16,7:00:00 AM,PM,111
2026352035,05/11/16,7:00:00 AM,PM,85
2320127002,05/11/16,7:00:00 AM,PM,87
2873212765,05/11/16,7:00:00 AM,PM,54
4020332650,05/11/16,7:00:00 AM,PM,83
4319703577,05/11/16,7:00:00 AM,PM,165
4388161847,05/11/16,7:00:00 AM,PM,162
4445114986,05/11/16,7:00:00 AM,PM,122
4558609924,05/11/16,7:00:00 AM,PM,116
4702921684,05/11/16,7:00:00 AM,PM,138
5553957443,05/11/16,7:00:00 AM,PM,92
6962181067,05/11/16,7:00:00 AM,PM,73
7086361926,05/11/16,7:00:00 AM,PM,120
8053475328,05/11/16,7:00:00 AM,PM,77
8378563200,05/11/16,7:00:00 AM,PM,117
8583815059,05/11/16,7:00:00 AM,PM,89
8877689391,05/11/16,7:00:00 AM,PM,144
1503960366,05/11/16,6:00:00 AM,PM,208
1624580081,05/11/16,6:00:00 AM,PM,81
1844505072,05/11/16,6:00:00 AM,PM,56
1927972279,05/11/16,6:00:00 AM,PM,86
2022484408,05/11/16,6:00:00 AM,PM,124
2026352035,05/11/16,6:00:00 AM,PM,73
2320127002,05/11/16,6:00:00 AM,PM,74
2873212765,05/11/16,6:00:00 AM,PM,90
4020332650,05/11/16,6:00:00 AM,PM,83
4319703577,05/11/16,6:00:00 AM,PM,89
4388161847,05/11/16,6:00:00 AM,PM,119
4445114986,05/11/16,6:00:00 AM,PM,108
4558609924,05/11/16,6:00:00 AM,PM,113
4702921684,05/11/16,6:00:00 AM,PM,292
5553957443,05/11/16,6:00:00 AM,PM,93
6962181067,05/11/16,6:00:00 AM,PM,63
7086361926,05/11/16,6:00:00 AM,PM,295
8053475328,05/11/16,6:00:00 AM,PM,356
8378563200,05/11/16,6:00:00 AM,PM,132
8583815059,05/11/16,6:00:00 AM,PM,109
8877689391,05/11/16,6:00:00 AM,PM,197
1503960366,05/11/16,5:00:00 AM,PM,67
1624580081,05/11/16,5:00:00 AM,PM,68
1844505072,05/11/16,5:00:00 AM,PM,56
1927972279,05/11/16,5:00:00 AM,PM,86
2022484408,05/11/16,5:00:00 AM,PM,185
2026352035,05/11/16,5:00:00 AM,PM,97
2320127002,05/11/16,5:00:00 AM,PM,127
2873212765,05/11/16,5:00:00 AM,PM,76
4020332650,05/11/16,5:00:00 AM,PM,147
4319703577,05/11/16,5:00:00 AM,PM,99
4388161847,05/11/16,5:00:00 AM,PM,216
4445114986,05/11/16,5:00:00 AM,PM,105
4558609924,05/11/16,5:00:00 AM,PM,81
4702921684,05/11/16,5:00:00 AM,PM,158
5553957443,05/11/16,5:00:00 AM,PM,57
6962181067,05/11/16,5:00:00 AM,PM,73
7086361926,05/11/16,5:00:00 AM,PM,403
8053475328,05/11/16,5:00:00 AM,PM,145
8378563200,05/11/16,5:00:00 AM,PM,181
8583815059,05/11/16,5:00:00 AM,PM,125
8877689391,05/11/16,5:00:00 AM,PM,835
1503960366,05/11/16,4:00:00 AM,PM,70
1624580081,05/11/16,4:00:00 AM,PM,64
1844505072,05/11/16,4:00:00 AM,PM,56
1927972279,05/11/16,4:00:00 AM,PM,86
2022484408,05/11/16,4:00:00 AM,PM,161
2026352035,05/11/16,4:00:00 AM,PM,162
2320127002,05/11/16,4:00:00 AM,PM,97
2873212765,05/11/16,4:00:00 AM,PM,77
4020332650,05/11/16,4:00:00 AM,PM,220
4319703577,05/11/16,4:00:00 AM,PM,141
4388161847,05/11/16,4:00:00 AM,PM,177
4445114986,05/11/16,4:00:00 AM,PM,124
4558609924,05/11/16,4:00:00 AM,PM,108
4702921684,05/11/16,4:00:00 AM,PM,183
5553957443,05/11/16,4:00:00 AM,PM,75
6962181067,05/11/16,4:00:00 AM,PM,94
7086361926,05/11/16,4:00:00 AM,PM,163
8053475328,05/11/16,4:00:00 AM,PM,157
8378563200,05/11/16,4:00:00 AM,PM,112
8583815059,05/11/16,4:00:00 AM,PM,188
8877689391,05/11/16,4:00:00 AM,PM,310
1503960366,05/11/16,3:00:00 AM,PM,72
1624580081,05/11/16,3:00:00 AM,PM,69
1844505072,05/11/16,3:00:00 AM,PM,56
1927972279,05/11/16,3:00:00 AM,PM,86
2022484408,05/11/16,3:00:00 AM,PM,141
2026352035,05/11/16,3:00:00 AM,PM,105
2320127002,05/11/16,3:00:00 AM,PM,92
2873212765,05/11/16,3:00:00 AM,PM,81
4020332650,05/11/16,3:00:00 AM,PM,250
4319703577,05/11/16,3:00:00 AM,PM,122
4388161847,05/11/16,3:00:00 AM,PM,121
4445114986,05/11/16,3:00:00 AM,PM,84
4558609924,05/11/16,3:00:00 AM,PM,118
4702921684,05/11/16,3:00:00 AM,PM,102
5553957443,05/11/16,3:00:00 AM,PM,91
6962181067,05/11/16,3:00:00 AM,PM,87
7086361926,05/11/16,3:00:00 AM,PM,72
8053475328,05/11/16,3:00:00 AM,PM,202
8378563200,05/11/16,3:00:00 AM,PM,129
8583815059,05/11/16,3:00:00 AM,PM,138
8877689391,05/11/16,3:00:00 AM,PM,108
1503960366,05/11/16,2:00:00 AM,PM,130
1624580081,05/11/16,2:00:00 AM,PM,65
1844505072,05/11/16,2:00:00 AM,PM,56
1927972279,05/11/16,2:00:00 AM,PM,86
2022484408,05/11/16,2:00:00 AM,PM,274
2026352035,05/11/16,2:00:00 AM,PM,88
2320127002,05/11/16,2:00:00 AM,PM,78
2873212765,05/11/16,2:00:00 AM,PM,57
4020332650,05/11/16,2:00:00 AM,PM,205
4319703577,05/11/16,2:00:00 AM,PM,113
4388161847,05/11/16,2:00:00 AM,PM,100
4445114986,05/11/16,2:00:00 AM,PM,142
4558609924,05/11/16,2:00:00 AM,PM,237
4702921684,05/11/16,2:00:00 AM,PM,132
5553957443,05/11/16,2:00:00 AM,PM,99
6962181067,05/11/16,2:00:00 AM,PM,59
7086361926,05/11/16,2:00:00 AM,PM,75
8053475328,05/11/16,2:00:00 AM,PM,288
8378563200,05/11/16,2:00:00 AM,PM,144
8583815059,05/11/16,2:00:00 AM,PM,320
8877689391,05/11/16,2:00:00 AM,PM,82
1503960366,05/11/16,1:00:00 AM,PM,101
1624580081,05/11/16,1:00:00 AM,PM,64
1844505072,05/11/16,1:00:00 AM,PM,56
1927972279,05/11/16,1:00:00 AM,PM,86
2022484408,05/11/16,1:00:00 AM,PM,83
2026352035,05/11/16,1:00:00 AM,PM,82
2320127002,05/11/16,1:00:00 AM,PM,81
2873212765,05/11/16,1:00:00 AM,PM,102
4020332650,05/11/16,1:00:00 AM,PM,181
4319703577,05/11/16,1:00:00 AM,PM,97
4388161847,05/11/16,1:00:00 AM,PM,122
4445114986,05/11/16,1:00:00 AM,PM,356
4558609924,05/11/16,1:00:00 AM,PM,87
4702921684,05/11/16,1:00:00 AM,PM,111
5553957443,05/11/16,1:00:00 AM,PM,57
6962181067,05/11/16,1:00:00 AM,PM,56
7086361926,05/11/16,1:00:00 AM,PM,287
8053475328,05/11/16,1:00:00 AM,PM,114
8378563200,05/11/16,1:00:00 AM,PM,142
8583815059,05/11/16,1:00:00 AM,PM,284
8877689391,05/11/16,1:00:00 AM,PM,120
1503960366,05/11/16,12:00:00 PM,PM,63
1624580081,05/11/16,12:00:00 PM,PM,50
1844505072,05/11/16,12:00:00 PM,PM,56
1927972279,05/11/16,12:00:00 PM,PM,86
2022484408,05/11/16,12:00:00 PM,PM,123
2026352035,05/11/16,12:00:00 PM,PM,57
2320127002,05/11/16,12:00:00 PM,PM,100
2873212765,05/11/16,12:00:00 PM,PM,103
4020332650,05/11/16,12:00:00 PM,PM,138
4319703577,05/11/16,12:00:00 PM,PM,150
4388161847,05/11/16,12:00:00 PM,PM,133
4445114986,05/11/16,12:00:00 PM,PM,95
4558609924,05/11/16,12:00:00 PM,PM,73
4702921684,05/11/16,12:00:00 PM,PM,106
5553957443,05/11/16,12:00:00 PM,PM,90
6962181067,05/11/16,12:00:00 PM,PM,96
7086361926,05/11/16,12:00:00 PM,PM,84
8053475328,05/11/16,12:00:00 PM,PM,146
8378563200,05/11/16,12:00:00 PM,PM,185
8583815059,05/11/16,12:00:00 PM,PM,147
8877689391,05/11/16,12:00:00 PM,PM,402
1503960366,05/11/16,11:00:00 AM,AM,75
1624580081,05/11/16,11:00:00 AM,AM,50
1644430081,05/11/16,11:00:00 AM,AM,111
1844505072,05/11/16,11:00:00 AM,AM,56
1927972279,05/11/16,11:00:00 AM,AM,86
2022484408,05/11/16,11:00:00 AM,AM,367
2026352035,05/11/16,11:00:00 AM,AM,63
2320127002,05/11/16,11:00:00 AM,AM,89
2873212765,05/11/16,11:00:00 AM,AM,90
4020332650,05/11/16,11:00:00 AM,AM,97
4319703577,05/11/16,11:00:00 AM,AM,127
4388161847,05/11/16,11:00:00 AM,AM,108
4445114986,05/11/16,11:00:00 AM,AM,69
4558609924,05/11/16,11:00:00 AM,AM,83
4702921684,05/11/16,11:00:00 AM,AM,116
5553957443,05/11/16,11:00:00 AM,AM,69
5577150313,05/11/16,11:00:00 AM,AM,242
6962181067,05/11/16,11:00:00 AM,AM,85
7086361926,05/11/16,11:00:00 AM,AM,77
8053475328,05/11/16,11:00:00 AM,AM,80
8378563200,05/11/16,11:00:00 AM,AM,218
8583815059,05/11/16,11:00:00 AM,AM,100
8877689391,05/11/16,11:00:00 AM,AM,168
1503960366,05/11/16,10:00:00 AM,AM,89
1624580081,05/11/16,10:00:00 AM,AM,51
1644430081,05/11/16,10:00:00 AM,AM,114
1844505072,05/11/16,10:00:00 AM,AM,56
1927972279,05/11/16,10:00:00 AM,AM,86
2022484408,05/11/16,10:00:00 AM,AM,100
2026352035,05/11/16,10:00:00 AM,AM,72
2320127002,05/11/16,10:00:00 AM,AM,102
2873212765,05/11/16,10:00:00 AM,AM,114
4020332650,05/11/16,10:00:00 AM,AM,83
4319703577,05/11/16,10:00:00 AM,AM,180
4388161847,05/11/16,10:00:00 AM,AM,140
4445114986,05/11/16,10:00:00 AM,AM,106
4558609924,05/11/16,10:00:00 AM,AM,101
4702921684,05/11/16,10:00:00 AM,AM,106
5553957443,05/11/16,10:00:00 AM,AM,91
5577150313,05/11/16,10:00:00 AM,AM,109
6962181067,05/11/16,10:00:00 AM,AM,100
7086361926,05/11/16,10:00:00 AM,AM,83
8053475328,05/11/16,10:00:00 AM,AM,73
8378563200,05/11/16,10:00:00 AM,AM,199
8583815059,05/11/16,10:00:00 AM,AM,85
8877689391,05/11/16,10:00:00 AM,AM,107
1503960366,05/11/16,9:00:00 AM,AM,144
1624580081,05/11/16,9:00:00 AM,AM,50
1644430081,05/11/16,9:00:00 AM,AM,122
1844505072,05/11/16,9:00:00 AM,AM,56
1927972279,05/11/16,9:00:00 AM,AM,86
2022484408,05/11/16,9:00:00 AM,AM,67
